"Country","Year","Indicator","Value"
"Tanzania",2020,"Marine_Red_List",53.09
"Indonesia",2020,"Marine_Red_List",49.55
"Chile",2020,"Marine_Red_List",31.41
"Solomon Islands",2020,"Marine_Red_List",60.56
"Papua New Guinea",2020,"Marine_Red_List",44.87
"Fiji",2020,"Marine_Red_List",56.43
"Mozambique",2020,"Marine_Red_List",55.84
"Madagascar",2020,"Marine_Red_List",56.21
"Colombia",2020,"Marine_Red_List",68.62
"Mexico",2020,"Marine_Red_List",69.63
"Ecuador",2020,"Marine_Red_List",70.22
"Peru",2020,"Marine_Red_List",58.47
"Tanzania",2020,"Marine_Red_List",59.82
"Indonesia",2020,"Marine_Red_List",67.74
"Chile",2020,"Marine_Red_List",85.28
"Solomon Islands",2020,"Marine_Red_List",80.05
"Papua New Guinea",2020,"Marine_Red_List",82.7
"Fiji",2020,"Marine_Red_List",78.67
"Mozambique",2020,"Marine_Red_List",83.89
"Madagascar",2020,"Marine_Red_List",81.96
"Colombia",2020,"Marine_Red_List",77.89
"Mexico",2020,"Marine_Red_List",75.73
"Ecuador",2020,"Marine_Red_List",73.12
"Peru",2020,"Marine_Red_List",71.12
"Tanzania",2020,"Marine_Red_List",82.81
"Indonesia",2020,"Marine_Red_List",83.31
"Chile",2020,"Marine_Red_List",75.32
"Solomon Islands",2020,"Marine_Red_List",80.48
"Papua New Guinea",2020,"Marine_Red_List",83.08
"Fiji",2020,"Marine_Red_List",79.08
"Mozambique",2020,"Marine_Red_List",84.24
"Madagascar",2020,"Marine_Red_List",82.28
"Colombia",2020,"Marine_Red_List",78.44
"Mexico",2020,"Marine_Red_List",76.27
"Ecuador",2020,"Marine_Red_List",73.67
"Peru",2020,"Marine_Red_List",71.55
"Tanzania",2020,"Marine_Red_List",83.21
"Indonesia",2020,"Marine_Red_List",83.77
"Chile",2020,"Marine_Red_List",75.2
"Solomon Islands",2020,"Marine_Red_List",-0.02
"Papua New Guinea",2020,"Marine_Red_List",-0.01
"Fiji",2020,"Marine_Red_List",-0.02
"Mozambique",2020,"Marine_Red_List",-0.01
"Madagascar",2020,"Marine_Red_List",-0.01
"Colombia",2020,"Marine_Red_List",-0.02
"Mexico",2020,"Marine_Red_List",-0.02
"Ecuador",2020,"Marine_Red_List",-0.02
"Peru",2020,"Marine_Red_List",-0.02
"Tanzania",2020,"Marine_Red_List",-0.01
"Indonesia",2020,"Marine_Red_List",-0.02
"Chile",2020,"Marine_Red_List",0
"Solomon Islands",2021,"Habitat_Carbon_Storage",74.55
"Papua New Guinea",2021,"Habitat_Carbon_Storage",71.68
"Fiji",2021,"Habitat_Carbon_Storage",80.26
"Mozambique",2021,"Habitat_Carbon_Storage",78.53
"Madagascar",2021,"Habitat_Carbon_Storage",95.3
"Colombia",2021,"Habitat_Carbon_Storage",67.3
"Mexico",2021,"Habitat_Carbon_Storage",94.01
"Ecuador",2021,"Habitat_Carbon_Storage",74.5
"Peru",2021,"Habitat_Carbon_Storage",76.53
"Tanzania",2021,"Habitat_Carbon_Storage",81.18
"Indonesia",2021,"Habitat_Carbon_Storage",73.42
"Chile",2021,"Habitat_Carbon_Storage",100
"Solomon Islands",2021,"Habitat_Carbon_Storage",35.83
"Papua New Guinea",2021,"Habitat_Carbon_Storage",37.23
"Fiji",2021,"Habitat_Carbon_Storage",30.93
"Mozambique",2021,"Habitat_Carbon_Storage",44.05
"Madagascar",2021,"Habitat_Carbon_Storage",43
"Colombia",2021,"Habitat_Carbon_Storage",35.69
"Mexico",2021,"Habitat_Carbon_Storage",36.36
"Ecuador",2021,"Habitat_Carbon_Storage",37.43
"Peru",2021,"Habitat_Carbon_Storage",33.17
"Tanzania",2021,"Habitat_Carbon_Storage",44.83
"Indonesia",2021,"Habitat_Carbon_Storage",36.48
"Chile",2021,"Habitat_Carbon_Storage",22.82
"Solomon Islands",2021,"Habitat_Carbon_Storage",58.2
"Papua New Guinea",2021,"Habitat_Carbon_Storage",39.45
"Fiji",2021,"Habitat_Carbon_Storage",60.78
"Mozambique",2021,"Habitat_Carbon_Storage",63.87
"Madagascar",2021,"Habitat_Carbon_Storage",59.76
"Colombia",2021,"Habitat_Carbon_Storage",72.5
"Mexico",2021,"Habitat_Carbon_Storage",72.98
"Ecuador",2021,"Habitat_Carbon_Storage",76.06
"Peru",2021,"Habitat_Carbon_Storage",58.36
"Tanzania",2021,"Habitat_Carbon_Storage",68.18
"Indonesia",2021,"Habitat_Carbon_Storage",72.07
"Chile",2021,"Habitat_Carbon_Storage",81.04
"Solomon Islands",2021,"Habitat_Carbon_Storage",75.74
"Papua New Guinea",2021,"Habitat_Carbon_Storage",73.12
"Fiji",2021,"Habitat_Carbon_Storage",81.21
"Mozambique",2021,"Habitat_Carbon_Storage",79.23
"Madagascar",2021,"Habitat_Carbon_Storage",94.93
"Colombia",2021,"Habitat_Carbon_Storage",67.03
"Mexico",2021,"Habitat_Carbon_Storage",93.8
"Ecuador",2021,"Habitat_Carbon_Storage",74.53
"Peru",2021,"Habitat_Carbon_Storage",76.28
"Tanzania",2021,"Habitat_Carbon_Storage",81.99
"Indonesia",2021,"Habitat_Carbon_Storage",74.01
"Chile",2021,"Habitat_Carbon_Storage",99.45
"Solomon Islands",2021,"Habitat_Carbon_Storage",76.93
"Papua New Guinea",2021,"Habitat_Carbon_Storage",74.56
"Fiji",2021,"Habitat_Carbon_Storage",82.16
"Mozambique",2021,"Habitat_Carbon_Storage",79.94
"Madagascar",2021,"Habitat_Carbon_Storage",94.56
"Colombia",2021,"Habitat_Carbon_Storage",66.76
"Mexico",2021,"Habitat_Carbon_Storage",93.58
"Ecuador",2021,"Habitat_Carbon_Storage",74.55
"Peru",2021,"Habitat_Carbon_Storage",76.03
"Tanzania",2021,"Habitat_Carbon_Storage",82.81
"Indonesia",2021,"Habitat_Carbon_Storage",74.6
"Chile",2021,"Habitat_Carbon_Storage",98.89
"Solomon Islands",2021,"Habitat_Carbon_Storage",-0.05
"Papua New Guinea",2021,"Habitat_Carbon_Storage",-0.06
"Fiji",2021,"Habitat_Carbon_Storage",-0.03
"Mozambique",2021,"Habitat_Carbon_Storage",-0.03
"Madagascar",2021,"Habitat_Carbon_Storage",0.01
"Colombia",2021,"Habitat_Carbon_Storage",0.01
"Mexico",2021,"Habitat_Carbon_Storage",0.01
"Ecuador",2021,"Habitat_Carbon_Storage",0
"Peru",2021,"Habitat_Carbon_Storage",0.01
"Tanzania",2021,"Habitat_Carbon_Storage",-0.03
"Indonesia",2021,"Habitat_Carbon_Storage",-0.02
"Chile",2021,"Habitat_Carbon_Storage",0.05
"Solomon Islands",2021,"Fisheries_Stock_Condition",85.91
"Papua New Guinea",2021,"Fisheries_Stock_Condition",88.22
"Fiji",2021,"Fisheries_Stock_Condition",45.21
"Mozambique",2021,"Fisheries_Stock_Condition",41.19
"Madagascar",2021,"Fisheries_Stock_Condition",50.59
"Colombia",2021,"Fisheries_Stock_Condition",39.12
"Mexico",2021,"Fisheries_Stock_Condition",27.17
"Ecuador",2021,"Fisheries_Stock_Condition",55.14
"Peru",2021,"Fisheries_Stock_Condition",70.39
"Tanzania",2021,"Fisheries_Stock_Condition",61.62
"Indonesia",2021,"Fisheries_Stock_Condition",35.53
"Chile",2021,"Fisheries_Stock_Condition",67.49
"Solomon Islands",2021,"Fisheries_Stock_Condition",31.14
"Papua New Guinea",2021,"Fisheries_Stock_Condition",36.4
"Fiji",2021,"Fisheries_Stock_Condition",25.38
"Mozambique",2021,"Fisheries_Stock_Condition",45.2
"Madagascar",2021,"Fisheries_Stock_Condition",45.56
"Colombia",2021,"Fisheries_Stock_Condition",29.97
"Mexico",2021,"Fisheries_Stock_Condition",36.99
"Ecuador",2021,"Fisheries_Stock_Condition",32.45
"Peru",2021,"Fisheries_Stock_Condition",30.42
"Tanzania",2021,"Fisheries_Stock_Condition",54.37
"Indonesia",2021,"Fisheries_Stock_Condition",48.03
"Chile",2021,"Fisheries_Stock_Condition",25.96
"Solomon Islands",2021,"Fisheries_Stock_Condition",58.47
"Papua New Guinea",2021,"Fisheries_Stock_Condition",51.36
"Fiji",2021,"Fisheries_Stock_Condition",61.11
"Mozambique",2021,"Fisheries_Stock_Condition",55.3
"Madagascar",2021,"Fisheries_Stock_Condition",53.49
"Colombia",2021,"Fisheries_Stock_Condition",64.44
"Mexico",2021,"Fisheries_Stock_Condition",67.64
"Ecuador",2021,"Fisheries_Stock_Condition",64.38
"Peru",2021,"Fisheries_Stock_Condition",58.62
"Tanzania",2021,"Fisheries_Stock_Condition",57.42
"Indonesia",2021,"Fisheries_Stock_Condition",65.35
"Chile",2021,"Fisheries_Stock_Condition",79.91
"Solomon Islands",2021,"Fisheries_Stock_Condition",86.2
"Papua New Guinea",2021,"Fisheries_Stock_Condition",88.26
"Fiji",2021,"Fisheries_Stock_Condition",45.95
"Mozambique",2021,"Fisheries_Stock_Condition",41.25
"Madagascar",2021,"Fisheries_Stock_Condition",50.64
"Colombia",2021,"Fisheries_Stock_Condition",38.91
"Mexico",2021,"Fisheries_Stock_Condition",29.84
"Ecuador",2021,"Fisheries_Stock_Condition",54.32
"Peru",2021,"Fisheries_Stock_Condition",70.15
"Tanzania",2021,"Fisheries_Stock_Condition",61.76
"Indonesia",2021,"Fisheries_Stock_Condition",35.61
"Chile",2021,"Fisheries_Stock_Condition",64.85
"Solomon Islands",2021,"Fisheries_Stock_Condition",86.5
"Papua New Guinea",2021,"Fisheries_Stock_Condition",88.3
"Fiji",2021,"Fisheries_Stock_Condition",46.7
"Mozambique",2021,"Fisheries_Stock_Condition",41.3
"Madagascar",2021,"Fisheries_Stock_Condition",50.7
"Colombia",2021,"Fisheries_Stock_Condition",38.7
"Mexico",2021,"Fisheries_Stock_Condition",32.5
"Ecuador",2021,"Fisheries_Stock_Condition",53.5
"Peru",2021,"Fisheries_Stock_Condition",69.9
"Tanzania",2021,"Fisheries_Stock_Condition",61.9
"Indonesia",2021,"Fisheries_Stock_Condition",35.7
"Chile",2021,"Fisheries_Stock_Condition",62.2
"Solomon Islands",2021,"Fisheries_Stock_Condition",-0.01
"Papua New Guinea",2021,"Fisheries_Stock_Condition",0
"Fiji",2021,"Fisheries_Stock_Condition",-0.05
"Mozambique",2021,"Fisheries_Stock_Condition",0
"Madagascar",2021,"Fisheries_Stock_Condition",0
"Colombia",2021,"Fisheries_Stock_Condition",0.02
"Mexico",2021,"Fisheries_Stock_Condition",-0.24
"Ecuador",2021,"Fisheries_Stock_Condition",0.05
"Peru",2021,"Fisheries_Stock_Condition",0.01
"Tanzania",2021,"Fisheries_Stock_Condition",-0.01
"Indonesia",2021,"Fisheries_Stock_Condition",-0.01
"Chile",2021,"Fisheries_Stock_Condition",0.13
"Solomon Islands",2021,"Habitat_Condition",84.19
"Papua New Guinea",2021,"Habitat_Condition",86.35
"Fiji",2021,"Habitat_Condition",91.24
"Mozambique",2021,"Habitat_Condition",62.09
"Madagascar",2021,"Habitat_Condition",73.42
"Colombia",2021,"Habitat_Condition",65.13
"Mexico",2021,"Habitat_Condition",82.42
"Ecuador",2021,"Habitat_Condition",77.55
"Peru",2021,"Habitat_Condition",77.96
"Tanzania",2021,"Habitat_Condition",68.74
"Indonesia",2021,"Habitat_Condition",63.39
"Chile",2021,"Habitat_Condition",62.44
"Solomon Islands",2021,"Habitat_Condition",32.57
"Papua New Guinea",2021,"Habitat_Condition",35.48
"Fiji",2021,"Habitat_Condition",28.13
"Mozambique",2021,"Habitat_Condition",43.47
"Madagascar",2021,"Habitat_Condition",42.04
"Colombia",2021,"Habitat_Condition",33.13
"Mexico",2021,"Habitat_Condition",35.06
"Ecuador",2021,"Habitat_Condition",30.59
"Peru",2021,"Habitat_Condition",31.15
"Tanzania",2021,"Habitat_Condition",44.27
"Indonesia",2021,"Habitat_Condition",36.2
"Chile",2021,"Habitat_Condition",22.79
"Solomon Islands",2021,"Habitat_Condition",63.85
"Papua New Guinea",2021,"Habitat_Condition",53.66
"Fiji",2021,"Habitat_Condition",66.09
"Mozambique",2021,"Habitat_Condition",61.38
"Madagascar",2021,"Habitat_Condition",62.01
"Colombia",2021,"Habitat_Condition",71.54
"Mexico",2021,"Habitat_Condition",70.84
"Ecuador",2021,"Habitat_Condition",71.15
"Peru",2021,"Habitat_Condition",64.32
"Tanzania",2021,"Habitat_Condition",66.31
"Indonesia",2021,"Habitat_Condition",71.22
"Chile",2021,"Habitat_Condition",80.5
"Solomon Islands",2021,"Habitat_Condition",83.3
"Papua New Guinea",2021,"Habitat_Condition",88.05
"Fiji",2021,"Habitat_Condition",91.12
"Mozambique",2021,"Habitat_Condition",64.38
"Madagascar",2021,"Habitat_Condition",75.57
"Colombia",2021,"Habitat_Condition",67.53
"Mexico",2021,"Habitat_Condition",84.15
"Ecuador",2021,"Habitat_Condition",80.13
"Peru",2021,"Habitat_Condition",79.2
"Tanzania",2021,"Habitat_Condition",70.19
"Indonesia",2021,"Habitat_Condition",67.65
"Chile",2021,"Habitat_Condition",65.11
"Solomon Islands",2021,"Habitat_Condition",82.42
"Papua New Guinea",2021,"Habitat_Condition",89.76
"Fiji",2021,"Habitat_Condition",91
"Mozambique",2021,"Habitat_Condition",66.67
"Madagascar",2021,"Habitat_Condition",77.72
"Colombia",2021,"Habitat_Condition",69.94
"Mexico",2021,"Habitat_Condition",85.87
"Ecuador",2021,"Habitat_Condition",82.71
"Peru",2021,"Habitat_Condition",80.43
"Tanzania",2021,"Habitat_Condition",71.64
"Indonesia",2021,"Habitat_Condition",71.92
"Chile",2021,"Habitat_Condition",67.79
"Solomon Islands",2021,"Habitat_Condition",0.03
"Papua New Guinea",2021,"Habitat_Condition",-0.06
"Fiji",2021,"Habitat_Condition",0
"Mozambique",2021,"Habitat_Condition",-0.1
"Madagascar",2021,"Habitat_Condition",-0.08
"Colombia",2021,"Habitat_Condition",-0.1
"Mexico",2021,"Habitat_Condition",-0.06
"Ecuador",2021,"Habitat_Condition",-0.09
"Peru",2021,"Habitat_Condition",-0.05
"Tanzania",2021,"Habitat_Condition",-0.06
"Indonesia",2021,"Habitat_Condition",-0.18
"Chile",2021,"Habitat_Condition",-0.12
"Solomon Islands",2021,"Marine_Red_List",79.36
"Papua New Guinea",2021,"Marine_Red_List",82.09
"Fiji",2021,"Marine_Red_List",78.01
"Mozambique",2021,"Marine_Red_List",83.34
"Madagascar",2021,"Marine_Red_List",81.45
"Colombia",2021,"Marine_Red_List",77.02
"Mexico",2021,"Marine_Red_List",74.88
"Ecuador",2021,"Marine_Red_List",72.25
"Peru",2021,"Marine_Red_List",70.44
"Tanzania",2021,"Marine_Red_List",82.17
"Indonesia",2021,"Marine_Red_List",82.58
"Chile",2021,"Marine_Red_List",75.51
"Solomon Islands",2021,"Marine_Red_List",34.58
"Papua New Guinea",2021,"Marine_Red_List",38.92
"Fiji",2021,"Marine_Red_List",28.97
"Mozambique",2021,"Marine_Red_List",50.76
"Madagascar",2021,"Marine_Red_List",50.41
"Colombia",2021,"Marine_Red_List",38.81
"Mexico",2021,"Marine_Red_List",43.43
"Ecuador",2021,"Marine_Red_List",34.94
"Peru",2021,"Marine_Red_List",33.81
